0,iframe
"Mad Love (Feat. byMIA) Bodybangers, Lizot",https://www.youtube.com/watch?v=ZPgBLMssKrM&pp=ygUpTWFkIExvdmUgKEZlYXQuIGJ5TUlBKSBCb2R5YmFuZ2VycywgTGl6b3Q%3D
Hero Family Of The Year,https://www.youtube.com/watch?v=mYFaghHyMKc&pp=ygUXSGVybyBGYW1pbHkgT2YgVGhlIFllYXI%3D
Gangsta Will Jay,https://www.youtube.com/watch?v=cmLsiFNgN20&pp=ygUQR2FuZ3N0YSBXaWxsIEpheQ%3D%3D
Crazy Love Blessed Boy GD,https://www.youtube.com/watch?v=u2xOWkxCmRc&pp=ygUZQ3JhenkgTG92ZSBCbGVzc2VkIEJveSBHRA%3D%3D
"Naked Alone L Devine, INDIIA",https://www.youtube.com/watch?v=aHIePnEnUB8&pp=ygUcTmFrZWQgQWxvbmUgTCBEZXZpbmUsIElORElJQQ%3D%3D
"flex (Prod. By 기리보이) 기리보이, 키드밀리 (Kid Milli), NO:EL, 스윙스",https://www.youtube.com/watch?v=9i5REdXScGw&pp=ygVVZmxleCAoUHJvZC4gQnkg6riw66as67O07J20KSDquLDrpqzrs7TsnbQsIO2CpOuTnOuwgOumrCAoS2lkIE1pbGxpKSwgTk86RUwsIOyKpOycmeyKpA%3D%3D
"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD) 스윙스, 키드밀리 (Kid Milli), 매드클라운",https://www.youtube.com/watch?v=uITuGZKljgQ&pp=ygVg64u07JWEIChGZWF0LiDsl7zrlLAsIHBILTEpIChQcm9kLiBCT1lDT0xEKSDsiqTsnJnsiqQsIO2CpOuTnOuwgOumrCAoS2lkIE1pbGxpKSwg66ek65Oc7YG065287Jq0
Yummy (Feat. Crush) (Prod. By Cha Cha Malone) 박재범,https://www.youtube.com/watch?v=qIAUSNOVoDY&pp=ygU3WXVtbXkgKEZlYXQuIENydXNoKSAoUHJvZC4gQnkgQ2hhIENoYSBNYWxvbmUpIOuwleyerOuylA%3D%3D
"HEAT 릴보이 (lIlBOI), 원슈타인, 미란이 (MIRANI)",https://www.youtube.com/watch?v=evi0qM71Ljg&pp=ygU5SEVBVCDrprTrs7TsnbQgKGxJbEJPSSksIOybkOyKiO2DgOyduCwg66-4656A7J20IChNSVJBTkkp
"Black Swan (Feat. Leellamarz, DON MALIK) Gist",https://www.youtube.com/watch?v=97EtSDf6wx8&pp=ygUtQmxhY2sgU3dhbiAoRmVhdC4gTGVlbGxhbWFyeiwgRE9OIE1BTElLKSBHaXN0
Fashion Hoarder (Feat. ZENE THE ZILLA) 빈지노 (Beenzino),https://www.youtube.com/watch?v=LBHVOiw274A&pp=ygU7RmFzaGlvbiBIb2FyZGVyIChGZWF0LiBaRU5FIFRIRSBaSUxMQSkg67mI7KeA64W4IChCZWVuemlubyk%3D
Gucci 제시 (Jessi),https://www.youtube.com/watch?v=dfPv2zv4ykQ&pp=ygUUR3VjY2kg7KCc7IucIChKZXNzaSk%3D
"주황색 (Feat. 박재범) (Prod. 코드 쿤스트) pH-1, 코드 쿤스트 (CODE KUNST)",https://www.youtube.com/watch?v=dx7dVgUO1gM&pp=ygVY7KO87Zmp7IOJIChGZWF0LiDrsJXsnqzrspQpIChQcm9kLiDsvZTrk5wg7L-k7Iqk7Yq4KSBwSC0xLCDsvZTrk5wg7L-k7Iqk7Yq4IChDT0RFIEtVTlNUKQ%3D%3D
Ready 2 Go 지셀 (Jiselle),https://www.youtube.com/watch?v=Om8jzWsGrSg&pp=ygUbUmVhZHkgMiBHbyDsp4DshYAgKEppc2VsbGUp
Problem (Feat. pH-1) 지셀 (Jiselle),https://www.youtube.com/watch?v=gUYJIWq445U&pp=ygUlUHJvYmxlbSAoRmVhdC4gcEgtMSkg7KeA7IWAIChKaXNlbGxlKQ%3D%3D
Light Me Up Alexander Oscar,https://www.youtube.com/watch?v=FRR_vuYojec&pp=ygUbTGlnaHQgTWUgVXAgQWxleGFuZGVyIE9zY2Fy
Fine China Chris Brown,https://www.youtube.com/watch?v=ORz6cOa-Lfs&pp=ygUWRmluZSBDaGluYSBDaHJpcyBCcm93bg%3D%3D
Get Stupid Aston Merrygold,https://www.youtube.com/watch?v=uIJDD1Cldgc&pp=ygUaR2V0IFN0dXBpZCBBc3RvbiBNZXJyeWdvbGQ%3D
Undress Rehearsal Timeflies,https://www.youtube.com/watch?v=jPQ2TD7DK1w&pp=ygUbVW5kcmVzcyBSZWhlYXJzYWwgVGltZWZsaWVz
Stevie Knows Olly Murs,https://www.youtube.com/watch?v=ioE4bSnh0M4&pp=ygUWU3RldmllIEtub3dzIE9sbHkgTXVycw%3D%3D
CPH Girls Christopher,https://www.youtube.com/watch?v=I3MOR7pxsvI&pp=ygUVQ1BIIEdpcmxzIENocmlzdG9waGVy
SHINE BRIGHT ANA,https://www.youtube.com/watch?v=a01joCdGQWU&pp=ygUQU0hJTkUgQlJJR0hUIEFOQQ%3D%3D
SMILE 이은석,https://www.youtube.com/watch?v=EFN8nFrfchs&pp=ygUPU01JTEUg7J207J2A7ISd
New Edition 콜린 (COLLEEN),https://www.youtube.com/watch?v=LDPO5pkXwpE&pp=ygUcTmV3IEVkaXRpb24g7L2c66awIChDT0xMRUVOKQ%3D%3D
나비 비비 (BIBI),https://www.youtube.com/watch?v=I3uzROnFGnA&pp=ygUU64KY67mEIOu5hOu5hCAoQklCSSk%3D
stranger 재만 (JAEMAN),https://www.youtube.com/watch?v=2eErZ9kWH4I&pp=ygUYc3RyYW5nZXIg7J6s66eMIChKQUVNQU4p
왜 (Feat. 개코) SOLE (쏠),https://www.youtube.com/watch?v=0gIQVz9xJjY&pp=ygUd7JmcIChGZWF0LiDqsJzsvZQpIFNPTEUgKOyPoCk%3D
스며들어 (Feat. THAMA) 에이민,https://www.youtube.com/watch?v=UvDPjSJ2Nxg&pp=ygUk7Iqk66mw65Ok7Ja0IChGZWF0LiBUSEFNQSkg7JeQ7J2066-8
나랑 가자 (Song By Aden) (Prod. H!) KozyPop,https://www.youtube.com/watch?v=v9k8oXwYcjM&pp=ygUv64KY656RIOqwgOyekCAoU29uZyBCeSBBZGVuKSAoUHJvZC4gSCEpIEtvenlQb3A%3D
Beige coat 그리즐리 (Grizzly),https://www.youtube.com/watch?v=V7Ma7An-hiE&pp=ygUhQmVpZ2UgY29hdCDqt7jrpqzsppDrpqwgKEdyaXp6bHkp
이건내가처음쓰는사랑노래 (Feat. BIG Naughty) KIXO (키조),https://www.youtube.com/watch?v=vSfDUh78RsQ&pp=ygVG7J206rG064K06rCA7LKY7J2M7JOw64qU7IKs656R64W4656YIChGZWF0LiBCSUcgTmF1Z2h0eSkgS0lYTyAo7YKk7KGwKQ%3D%3D
널만나러가는길이야 래원 (Layone),https://www.youtube.com/watch?v=g6oOHFshZFg&pp=ygUr64SQ66eM64KY65-s6rCA64qU6ri47J207JW8IOuemOybkCAoTGF5b25lKQ%3D%3D
"I Don't Care Ed Sheeran, Justin Bieber",https://www.youtube.com/watch?v=y83x7MgzWOA&pp=ygUmSSBEb24ndCBDYXJlIEVkIFNoZWVyYW4sIEp1c3RpbiBCaWViZXI%3D
Start Over Again New Hope Club,https://www.youtube.com/watch?v=prBG1BX2INE&pp=ygUeU3RhcnQgT3ZlciBBZ2FpbiBOZXcgSG9wZSBDbHVi
Mixer Amber Mark,https://www.youtube.com/watch?v=Lh9VxrboY5g&pp=ygUQTWl4ZXIgQW1iZXIgTWFyaw%3D%3D
It Is What It Is Jamie Miller,https://www.youtube.com/watch?v=nJuEfXa-gMM&pp=ygUdSXQgSXMgV2hhdCBJdCBJcyBKYW1pZSBNaWxsZXI%3D
CIRCUS DA 사공이호(SAGONG_EE_HO),https://www.youtube.com/watch?v=-5XbZBEzbF8&pp=ygUkQ0lSQ1VTIERBIOyCrOqzteydtO2YuChTQUdPTkdfRUVfSE8p
Silly Silly Love 권진아,https://www.youtube.com/watch?v=kcEaZ5Hh1Fg&pp=ygUaU2lsbHkgU2lsbHkgTG92ZSDqtozsp4TslYQ%3D
Dank 박재범,https://www.youtube.com/watch?v=_UnYwv3V75A&pp=ygUORGFuayDrsJXsnqzrspQ%3D
못참아! (Feat. 로꼬) MEENOI,https://www.youtube.com/watch?v=YKMAWHQp2Ac&pp=ygUg66q77LC47JWEISAoRmVhdC4g66Gc6rysKSBNRUVOT0k%3D
"여름 밤에 쓴 노래 (with MVP) (Prod. BIG Naughty (서동현)) BIG Naughty (서동현), 릴러말즈 (Leellamarz)",https://www.youtube.com/watch?v=msBHvqBYyYE&pp=ygV27Jes66aEIOuwpOyXkCDsk7Qg64W4656YICh3aXRoIE1WUCkgKFByb2QuIEJJRyBOYXVnaHR5ICjshJzrj5ntmIQpKSBCSUcgTmF1Z2h0eSAo7ISc64-Z7ZiEKSwg66a065-s66eQ7KaIIChMZWVsbGFtYXJ6KQ%3D%3D
Freaky (Prod. GroovyRoom) 미란이 (MIRANI),https://www.youtube.com/watch?v=tTJ0eWp5b9s&pp=ygUsRnJlYWt5IChQcm9kLiBHcm9vdnlSb29tKSDrr7jrnoDsnbQgKE1JUkFOSSk%3D
네 잘못이야 (Feat. GRAY) 유겸 (YUGYEOM),https://www.youtube.com/watch?v=VOx3OKP3nAE&pp=ygUu64SkIOyemOuqu-ydtOyVvCAoRmVhdC4gR1JBWSkg7Jyg6rK4IChZVUdZRU9NKQ%3D%3D
"iffy (Prod. GroovyRoom) 식케이 (Sik-K), pH-1, 박재범, 그루비룸 (GroovyRoom)",https://www.youtube.com/watch?v=D9QtiNBfy3Q&pp=ygVVaWZmeSAoUHJvZC4gR3Jvb3Z5Um9vbSkg7Iud7LyA7J20IChTaWstSyksIHBILTEsIOuwleyerOuylCwg6re466Oo67mE66O4IChHcm9vdnlSb29tKQ%3D%3D
Pretty Girl (Cheat Codes X CADE Remix) Maggie Lindemann,https://www.youtube.com/watch?v=qFmCXBL_4n8&pp=ygU3UHJldHR5IEdpcmwgKENoZWF0IENvZGVzIFggQ0FERSBSZW1peCkgTWFnZ2llIExpbmRlbWFubg%3D%3D
I Love Me Demi Lovato,https://www.youtube.com/watch?v=vImvzQCb0o8&pp=ygUVSSBMb3ZlIE1lIERlbWkgTG92YXRv
You Got Me All Lost (Feat. LaKesha Nugent) Wildson,https://www.youtube.com/watch?v=aCCSxtqxZww&pp=ygUyWW91IEdvdCBNZSBBbGwgTG9zdCAoRmVhdC4gTGFLZXNoYSBOdWdlbnQpIFdpbGRzb24%3D
Go Wrong Hauskey,https://www.youtube.com/watch?v=dd9cMYqEzFw&pp=ygUQR28gV3JvbmcgSGF1c2tleQ%3D%3D
Breakup Season (Feat. Samm Henshaw) Maya Delilah,https://www.youtube.com/watch?v=sVBHVQoHuzk&pp=ygUwQnJlYWt1cCBTZWFzb24gKEZlYXQuIFNhbW0gSGVuc2hhdykgTWF5YSBEZWxpbGFo
너랑 있을때만 이로빈,https://www.youtube.com/watch?v=K1-VPMc0Y14&pp=ygUd64SI656RIOyeiOydhOuVjOunjCDsnbTroZzruYg%3D
Vineyard (빈야드) 우효,https://www.youtube.com/watch?v=nbSGOvZPrFo&pp=ygUbVmluZXlhcmQgKOu5iOyVvOuTnCkg7Jqw7Zqo
영원처럼 안아줘 (with 카더가든) 프롬,https://www.youtube.com/watch?v=1C-y21sRN80&pp=ygUx7JiB7JuQ7LKY65-8IOyViOyVhOykmCAod2l0aCDsubTrjZTqsIDrk6ApIO2UhOuhrA%3D%3D
TOMBOY 혁오 (HYUKOH),https://www.youtube.com/watch?v=pC6tPEaAiYU&pp=ygUWVE9NQk9ZIO2YgeyYpCAoSFlVS09IKQ%3D%3D
미움받을 용기 이아람,https://www.youtube.com/watch?v=kE0cyIYFEt8&pp=ygUd66-47JuA67Cb7J2EIOyaqeq4sCDsnbTslYTrnow%3D
열기구 SURL (설),https://www.youtube.com/watch?v=QKzGNZ47gIQ&pp=ygUU7Je06riw6rWsIFNVUkwgKOyEpCk%3D
시작해볼까요 (Feat. 설안) 여림,https://www.youtube.com/watch?v=-XMHAiWDgPM&pp=ygUo7Iuc7J6R7ZW067O86rmM7JqUIChGZWF0LiDshKTslYgpIOyXrOumvA%3D%3D
Forgive Myself Sam Smith,https://www.youtube.com/watch?v=50d_eeEg_AQ&pp=ygUYRm9yZ2l2ZSBNeXNlbGYgU2FtIFNtaXRo
Wish You Well Jeff Bernat,https://www.youtube.com/watch?v=Fb6L7hNJrJ8&pp=ygUZV2lzaCBZb3UgV2VsbCBKZWZmIEJlcm5hdA%3D%3D
American Dream (Hate Dept. Remix) House of Lies,https://www.youtube.com/watch?v=0aMVIG7G_XY&pp=ygUvQW1lcmljYW4gRHJlYW0gKEhhdGUgRGVwdC4gUmVtaXgpIEhvdXNlIG9mIExpZXM%3D
"you were good to me Jeremy Zucker, Chelsea Cutler",https://www.youtube.com/watch?v=06k5XN78OP0&pp=ygUxeW91IHdlcmUgZ29vZCB0byBtZSBKZXJlbXkgWnVja2VyLCBDaGVsc2VhIEN1dGxlcg%3D%3D
"Knock Knock (Feat. pH-1, 문수진 (Moon Sujin)) SMMT",https://www.youtube.com/watch?v=FTM0cmjmO9M&pp=ygU1S25vY2sgS25vY2sgKEZlYXQuIHBILTEsIOusuOyImOynhCAoTW9vbiBTdWppbikpIFNNTVQ%3D
City Lights (Feat. Hash Swan) 릴러말즈 (Leellamarz),https://www.youtube.com/watch?v=RD-0SvXhIJg&pp=ygU3Q2l0eSBMaWdodHMgKEZlYXQuIEhhc2ggU3dhbikg66a065-s66eQ7KaIIChMZWVsbGFtYXJ6KQ%3D%3D
We’re gone (Feat. ASH ISLAND) Cloudybay (클라우디베이),https://www.youtube.com/watch?v=EEotG1OqJ08&pp=ygU-V2XigJlyZSBnb25lIChGZWF0LiBBU0ggSVNMQU5EKSBDbG91ZHliYXkgKO2BtOudvOyasOuUlOuyoOydtCk%3D
Beautiful (Feat. Skinny Brown) ASH ISLAND,https://www.youtube.com/watch?v=HjYl3D7Wjfo&pp=ygUpQmVhdXRpZnVsIChGZWF0LiBTa2lubnkgQnJvd24pIEFTSCBJU0xBTkQ%3D
"Misfits (Feat. MELOH, Kid Wine) Skinny Brown",https://www.youtube.com/watch?v=rC1vBn1sHSI&pp=ygUsTWlzZml0cyAoRmVhdC4gTUVMT0gsIEtpZCBXaW5lKSBTa2lubnkgQnJvd24%3D
"하루종일 (Feat. DJ SQ, 한요한) 기리보이",https://www.youtube.com/watch?v=0yHKP0-pB24&pp=ygUy7ZWY66Oo7KKF7J28IChGZWF0LiBESiBTUSwg7ZWc7JqU7ZWcKSDquLDrpqzrs7TsnbQ%3D
All My Friends Are Falling in Love Jack Newsome,https://www.youtube.com/watch?v=ygq9v7JWNoY&pp=ygUvQWxsIE15IEZyaWVuZHMgQXJlIEZhbGxpbmcgaW4gTG92ZSBKYWNrIE5ld3NvbWU%3D
Middle Of A Heartbreak Leland,https://www.youtube.com/watch?v=LCXBrTK6CaM&pp=ygUdTWlkZGxlIE9mIEEgSGVhcnRicmVhayBMZWxhbmQ%3D
Butterflies Fiji Blue,https://www.youtube.com/watch?v=k60thv-Ump0&pp=ygUVQnV0dGVyZmxpZXMgRmlqaSBCbHVl
Cards Right Jeremih,https://www.youtube.com/watch?v=2z3PlBpgNUA&pp=ygUTQ2FyZHMgUmlnaHQgSmVyZW1paA%3D%3D
"Someone Who Loves Like You Sean.K, bnjamn(벤자민)",https://www.youtube.com/watch?v=D72P64fRW8o&pp=ygU0U29tZW9uZSBXaG8gTG92ZXMgTGlrZSBZb3UgU2Vhbi5LLCBibmphbW4o67Kk7J6Q66-8KQ%3D%3D
IF U (Feat. 류수정) LIMZY,https://www.youtube.com/watch?v=0Wj8NDqOZcE&pp=ygUcSUYgVSAoRmVhdC4g66WY7IiY7KCVKSBMSU1aWQ%3D%3D
Why 네이비쿼카 (NavyQuokka),https://www.youtube.com/watch?v=lVlnoWQy6qI&pp=ygUgV2h5IOuEpOydtOu5hOy_vOy5tCAoTmF2eVF1b2trYSk%3D
"자꾸만, 너 (Prod. Humbert) 소수빈",https://www.youtube.com/watch?v=nnF356qtnAM&pp=ygUo7J6Q6r6466eMLCDrhIggKFByb2QuIEh1bWJlcnQpIOyGjOyImOu5iA%3D%3D
babyblue 그래쓰 (GRASS),https://www.youtube.com/watch?v=EK_fSvqOpTk&pp=ygUaYmFieWJsdWUg6re4656Y7JOwIChHUkFTUyk%3D
좋아해.. (바른연애 길잡이 X 죠지) 죠지,https://www.youtube.com/watch?v=QduDqTQfEOo&pp=ygU07KKL7JWE7ZW0Li4gKOuwlOuluOyXsOyVoCDquLjsnqHsnbQgWCDso6Dsp4ApIOyjoOyngA%3D%3D
No Fear No More Madeon,https://www.youtube.com/watch?v=D_EnyikMsEU&pp=ygUWTm8gRmVhciBObyBNb3JlIE1hZGVvbg%3D%3D
The Christmas Song Diana Krall,https://www.youtube.com/watch?v=dXg963cszQU&pp=ygUeVGhlIENocmlzdG1hcyBTb25nIERpYW5hIEtyYWxs
Don't Touch Dan Farber,https://www.youtube.com/watch?v=uBOk2Z7OJy0&pp=ygUWRG9uJ3QgVG91Y2ggRGFuIEZhcmJlcg%3D%3D
Fire Kasabian,https://www.youtube.com/watch?v=agVpq_XXRmU&pp=ygUNRmlyZSBLYXNhYmlhbg%3D%3D
"Lost but Won (From ""Rush"") London Music Works",https://www.youtube.com/watch?v=41Oc_8bQuvI&pp=ygUtTG9zdCBidXQgV29uIChGcm9tICJSdXNoIikgTG9uZG9uIE11c2ljIFdvcmtz
Beautiful Creatures (Feat. MAX) ILLENIUM,https://www.youtube.com/watch?v=omT5rKmU5_k&pp=ygUoQmVhdXRpZnVsIENyZWF0dXJlcyAoRmVhdC4gTUFYKSBJTExFTklVTQ%3D%3D
"Better With You (feat. Iselin) 3Lau, Justin Caruso",https://www.youtube.com/watch?v=n36pU81hlPY&pp=ygUyQmV0dGVyIFdpdGggWW91IChmZWF0LiBJc2VsaW4pIDNMYXUsIEp1c3RpbiBDYXJ1c28%3D
"Ylang Ylang FKJ, ((( O )))",https://www.youtube.com/watch?v=EfgAd6iHApE&pp=ygUaWWxhbmcgWWxhbmcgRktKLCAoKCggTyApKSk%3D
"Shall Not Want (Feat. Chandler Moore) Elevation Worship, Maverick City Music",https://www.youtube.com/watch?v=duLKCOmxbJs&pp=ygVMU2hhbGwgTm90IFdhbnQgKEZlYXQuIENoYW5kbGVyIE1vb3JlKSBFbGV2YXRpb24gV29yc2hpcCwgTWF2ZXJpY2sgQ2l0eSBNdXNpYw%3D%3D
You Are My All In All (High key performance track w/o background vocals) Nichole Nordeman,https://www.youtube.com/watch?v=aq5Rm3uP4xQ&pp=ygVZWW91IEFyZSBNeSBBbGwgSW4gQWxsIChIaWdoIGtleSBwZXJmb3JtYW5jZSB0cmFjayB3L28gYmFja2dyb3VuZCB2b2NhbHMpIE5pY2hvbGUgTm9yZGVtYW4%3D
막지못해 (Can't Stop) 오케이션 (Okasian),https://www.youtube.com/watch?v=OlR55iApk2M&pp=ygUw66eJ7KeA66q77ZW0IChDYW4ndCBTdG9wKSDsmKTsvIDsnbTshZggKE9rYXNpYW4p
They Don't Know Ariana Grande,https://www.youtube.com/watch?v=mXaMOkuDuso&pp=ygUdVGhleSBEb24ndCBLbm93IEFyaWFuYSBHcmFuZGU%3D
"Win You Over (Feat. Soak) Whethan, Bearson",https://www.youtube.com/watch?v=sTdtfUu77Nw&pp=ygUqV2luIFlvdSBPdmVyIChGZWF0LiBTb2FrKSBXaGV0aGFuLCBCZWFyc29u
closure (Explicit Ver.) southernwade,https://www.youtube.com/watch?v=wVzPZFGSUNk&pp=ygUkY2xvc3VyZSAoRXhwbGljaXQgVmVyLikgc291dGhlcm53YWRl
motions Mitch James,https://www.youtube.com/watch?v=aQCLAQNPG5U&pp=ygUTbW90aW9ucyBNaXRjaCBKYW1lcw%3D%3D
Te Quiero(feat.BIBI) 트웰브 (twlv),https://www.youtube.com/watch?v=l7tlbps6xnw&pp=ygUlVGUgUXVpZXJvKGZlYXQuQklCSSkg7Yq47Juw67iMICh0d2x2KQ%3D%3D
가면무도회 비비 (BIBI),https://www.youtube.com/watch?v=NUAYUhA40RU&pp=ygUd6rCA66m066y064-E7ZqMIOu5hOu5hCAoQklCSSk%3D
바보 주노,https://www.youtube.com/watch?v=ZNt_i6i0DKQ&pp=ygUN67CU67O0IOyjvOuFuA%3D%3D
LA DON’T LOOK GOOD ON U ASTN,https://www.youtube.com/watch?v=_X6rhJDPybA&pp=ygUeTEEgRE9O4oCZVCBMT09LIEdPT0QgT04gVSBBU1RO
Chance CamRus,https://www.youtube.com/watch?v=9AFzOVP3gTg&pp=ygUNQ2hhbmNlIENhbVJ1cw%3D%3D
dancing in the kitchen Zachary Knowles,https://www.youtube.com/watch?v=J4NEmO_sjew&pp=ygUmZGFuY2luZyBpbiB0aGUga2l0Y2hlbiBaYWNoYXJ5IEtub3dsZXM%3D
Slide Thru Mills,https://www.youtube.com/watch?v=prbZx4UubLY&pp=ygUQU2xpZGUgVGhydSBNaWxscw%3D%3D
"TRUE VIBE (feat. CHOILB) SOULBYSEL, DAUL, C’SA",https://www.youtube.com/watch?v=3FkzB373UhU&pp=ygUwVFJVRSBWSUJFIChmZWF0LiBDSE9JTEIpIFNPVUxCWVNFTCwgREFVTCwgQ-KAmVNB
"Oh Yeah (Prod.Mist) SOULBYSEL, The Deep",https://www.youtube.com/watch?v=g7iIAYC_rqk&pp=ygUnT2ggWWVhaCAoUHJvZC5NaXN0KSBTT1VMQllTRUwsIFRoZSBEZWVw
"Bad At Love (Prod. APRO) SOULBYSEL, June One",https://www.youtube.com/watch?v=svCq8n-53vc&pp=ygUsQmFkIEF0IExvdmUgKFByb2QuIEFQUk8pIFNPVUxCWVNFTCwgSnVuZSBPbmU%3D
"Mine 범키, SURAN (수란), dress",https://www.youtube.com/watch?v=UX0nkeWg5s4&pp=ygUiTWluZSDrspTtgqQsIFNVUkFOICjsiJjrnoApLCBkcmVzcw%3D%3D
덜 (Song By 사실은) KozyPop,https://www.youtube.com/watch?v=vAAgjMBuqhs&pp=ygUf642cIChTb25nIEJ5IOyCrOyLpOydgCkgS296eVBvcA%3D%3D
Surfing (Song By NAYN) (Prod. oyealtw) KozyPop,https://www.youtube.com/watch?v=YNRPFSoJpdE&pp=ygUuU3VyZmluZyAoU29uZyBCeSBOQVlOKSAoUHJvZC4gb3llYWx0dykgS296eVBvcA%3D%3D
Let Just Run (by 하웅) merrymerryseoul,https://www.youtube.com/watch?v=rhIQ1ZG8mS0&pp=ygUoTGV0IEp1c3QgUnVuIChieSDtlZjsm4UpIG1lcnJ5bWVycnlzZW91bA%3D%3D
L타워 지금 서울의 밤은,https://www.youtube.com/watch?v=flmzaGlZMjw&pp=ygUfTO2DgOybjCDsp4DquIgg7ISc7Jq47J2YIOuwpOydgA%3D%3D
NEONAL SERO,https://www.youtube.com/watch?v=CD7FrFD_iWA&pp=ygULTkVPTkFMIFNFUk8%3D
darling (feat. 오샘 of 히미츠) 고려진 (Koreaj1n),https://www.youtube.com/watch?v=ZjXwjKVmc6s&pp=ygU4ZGFybGluZyAoZmVhdC4g7Jik7IOYIG9mIO2eiOuvuOy4oCkg6rOg66Ck7KeEIChLb3JlYWoxbik%3D
홀로 (Prod. By Slom) 박재범,https://www.youtube.com/watch?v=7wqIfj6nBI0&pp=ygUg7ZmA66GcIChQcm9kLiBCeSBTbG9tKSDrsJXsnqzrspQ%3D
"눌러줘요 (Feat. Kid Wine, Jayci Yucca) TOIL",https://www.youtube.com/watch?v=spzvtLud8tg&pp=ygUv64iM65-s7KSY7JqUIChGZWF0LiBLaWQgV2luZSwgSmF5Y2kgWXVjY2EpIFRPSUw%3D
I Fall In Love Too Easily Chet Baker,https://www.youtube.com/watch?v=3zrSoHgAAWo&pp=ygUkSSBGYWxsIEluIExvdmUgVG9vIEVhc2lseSBDaGV0IEJha2Vy
I Can't Give You Anything but Love Nat King Cole Trio,https://www.youtube.com/watch?v=284x_68K9Yo&pp=ygU1SSBDYW4ndCBHaXZlIFlvdSBBbnl0aGluZyBidXQgTG92ZSBOYXQgS2luZyBDb2xlIFRyaW8%3D
Pansy The Four,https://www.youtube.com/watch?v=UZ7GAom2G2g&pp=ygUOUGFuc3kgVGhlIEZvdXI%3D
persimmon tree The Four,https://www.youtube.com/watch?v=fsV-nTL2a-s&pp=ygUXcGVyc2ltbW9uIHRyZWUgVGhlIEZvdXI%3D
Everything Happens To Me Chet Baker,https://www.youtube.com/watch?v=nOU5gq5FTYE&pp=ygUjRXZlcnl0aGluZyBIYXBwZW5zIFRvIE1lIENoZXQgQmFrZXI%3D
I'll Remember April (Remastered) Sonny Clark Trio,https://www.youtube.com/watch?v=qJ2_LL3TVZA&pp=ygUxSSdsbCBSZW1lbWJlciBBcHJpbCAoUmVtYXN0ZXJlZCkgU29ubnkgQ2xhcmsgVHJpbw%3D%3D
When It's Sleepytime Down South Wynton Marsalis,https://www.youtube.com/watch?v=0u_u4T9zMww&pp=ygUvV2hlbiBJdCdzIFNsZWVweXRpbWUgRG93biBTb3V0aCBXeW50b24gTWFyc2FsaXM%3D
My Foolish Heart (Album Version) Bill Evans Trio,https://www.youtube.com/watch?v=EpVXH3Vm2wg&pp=ygUwTXkgRm9vbGlzaCBIZWFydCAoQWxidW0gVmVyc2lvbikgQmlsbCBFdmFucyBUcmlv
Nocturne in F Minor European Jazz Trio,https://www.youtube.com/watch?v=suD8kJTpDAk&pp=ygUmTm9jdHVybmUgaW4gRiBNaW5vciBFdXJvcGVhbiBKYXp6IFRyaW8%3D
Make Me Rainbows Bill Charlap Trio,https://www.youtube.com/watch?v=VQhtCjz9inA&pp=ygUiTWFrZSBNZSBSYWluYm93cyBCaWxsIENoYXJsYXAgVHJpbw%3D%3D
Just The Two Of Us Grover Washington Jr.,https://www.youtube.com/watch?v=v8oqbWrP1QY&pp=ygUoSnVzdCBUaGUgVHdvIE9mIFVzIEdyb3ZlciBXYXNoaW5ndG9uIEpyLg%3D%3D
That Old Feeling Anita O'day,https://www.youtube.com/watch?v=lbwZ_dLgvR0&pp=ygUcVGhhdCBPbGQgRmVlbGluZyBBbml0YSBPJ2RheQ%3D%3D
Under the Misty Moon Nocturnal Spirits,https://www.youtube.com/watch?v=QUwujx40NV0&pp=ygUmVW5kZXIgdGhlIE1pc3R5IE1vb24gTm9jdHVybmFsIFNwaXJpdHM%3D
Ain't Misbehavin' Dinah Washington,https://www.youtube.com/watch?v=sXGcff9Bix8&pp=ygUiQWluJ3QgTWlzYmVoYXZpbicgRGluYWggV2FzaGluZ3Rvbg%3D%3D
While My Lady Sleeps (Remastered) Chet Baker,https://www.youtube.com/watch?v=3MBKjlMDHQw&pp=ygUsV2hpbGUgTXkgTGFkeSBTbGVlcHMgKFJlbWFzdGVyZWQpIENoZXQgQmFrZXI%3D
Blinded Fern.,https://www.youtube.com/watch?v=1ONbBXwjsSQ&pp=ygUNQmxpbmRlZCBGZXJuLg%3D%3D
I Should Probably Go To Bed Dan + Shay,https://www.youtube.com/watch?v=0HO_tNU8iGs&pp=ygUmSSBTaG91bGQgUHJvYmFibHkgR28gVG8gQmVkIERhbiArIFNoYXk%3D
가끔 이러다 (2022) DOKO (도코),https://www.youtube.com/watch?v=goFp5ARIadk&pp=ygUl6rCA64GUIOydtOufrOuLpCAoMjAyMikgRE9LTyAo64-E7L2UKQ%3D%3D
아로하 이민혁,https://www.youtube.com/watch?v=XC0dTQthSQk&pp=ygUT7JWE66Gc7ZWYIOydtOuvvO2YgQ%3D%3D
난 행복해 소수빈,https://www.youtube.com/watch?v=l_YUAtD3IT4&pp=ygUX64KcIO2Wieuzte2VtCDshozsiJjruYg%3D
